Age,Age_Band,Gender,Primary_Device,Urban_or_Rural,Avg_Daily_Screen_Time_hr,Exceeded_Recommended_Limit,Health_Risk_Flag
12,Pre-teens,Male,Laptop,Urban,5.12,True,1
15,Teens,Male,Smartphone,Urban,3.22,True,1
9,Pre-teens,Female,Tablet,Rural,4.64,True,1
14,Teens,Female,Smartphone,Urban,3.48,True,1
11,Pre-teens,Female,Smartphone,Rural,4.09,True,1
16,Teens,Female,Smartphone,Urban,5.68,True,1
8,Kids,Male,Tv,Urban,2.93,True,1
14,Teens,Female,Tv,Urban,5.0,True,1
13,Teens,Female,Smartphone,Urban,4.68,True,1
15,Teens,Male,Smartphone,Urban,6.5,True,1
12,Pre-teens,Female,Laptop,Urban,5.88,True,1
8,Kids,Female,Smartphone,Urban,6.61,True,1
8,Kids,Female,Tv,Rural,1.56,False,1
16,Teens,Male,Tv,Urban,4.52,True,1
17,Young Adults,Female,Smartphone,Urban,6.26,True,1
13,Teens,Female,Tablet,Rural,1.68,False,1
17,Young Adults,Male,Tv,Urban,4.31,True,1
12,Pre-teens,Male,Laptop,Urban,4.8,True,1
8,Kids,Female,Smartphone,Urban,4.15,True,1
13,Teens,Male,Laptop,Urban,3.2,True,1
13,Teens,Female,Tv,Rural,2.93,False,1
10,Pre-teens,Male,Tv,Urban,1.96,False,1
15,Teens,Male,Smartphone,Rural,3.6,True,1
8,Kids,Male,Tv,Urban,7.39,True,1
8,Kids,Female,Smartphone,Rural,2.17,True,1
13,Teens,Female,Tv,Rural,5.62,True,1
17,Young Adults,Female,Tv,Urban,6.3,True,1
8,Kids,Male,Smartphone,Urban,2.35,True,1
13,Teens,Male,Tablet,Rural,4.41,True,1
8,Kids,Male,Tablet,Urban,8.52,True,1
13,Teens,Female,Tv,Urban,4.25,True,1
10,Pre-teens,Female,Smartphone,Urban,1.9,False,1
15,Teens,Male,Tablet,Urban,4.32,True,1
13,Teens,Male,Tv,Urban,2.73,False,1
18,Young Adults,Male,Smartphone,Urban,6.54,True,1
8,Kids,Female,Smartphone,Urban,9.4,True,1
12,Pre-teens,Male,Tv,Rural,4.89,True,1
15,Teens,Male,Tv,Urban,6.34,True,1
10,Pre-teens,Male,Tablet,Rural,0.0,False,1
13,Teens,Male,Smartphone,Urban,4.9,True,1
12,Pre-teens,Male,Smartphone,Urban,6.21,True,1
13,Teens,Female,Smartphone,Urban,4.7,True,1
17,Young Adults,Male,Laptop,Urban,3.92,True,1
8,Kids,Male,Tablet,Rural,2.06,True,1
14,Teens,Female,Smartphone,Urban,4.17,True,1
16,Teens,Male,Smartphone,Urban,6.29,True,1
9,Pre-teens,Male,Smartphone,Rural,6.12,True,1
17,Young Adults,Female,Tv,Urban,5.35,True,1
12,Pre-teens,Female,Smartphone,Rural,3.43,True,1
17,Young Adults,Male,Tv,Urban,4.25,True,1
11,Pre-teens,Male,Tablet,Urban,6.72,True,1
13,Teens,Male,Tablet,Urban,6.71,True,1
13,Teens,Female,Tablet,Urban,4.04,True,1
18,Young Adults,Male,Smartphone,Rural,7.02,True,1
9,Pre-teens,Male,Tablet,Urban,6.9,True,1
9,Pre-teens,Male,Tablet,Rural,4.47,True,1
11,Pre-teens,Male,Smartphone,Urban,4.37,True,1
8,Kids,Female,Smartphone,Rural,3.15,True,1
16,Teens,Male,Laptop,Rural,3.46,True,1
14,Teens,Male,Smartphone,Urban,4.7,True,1
14,Teens,Female,Smartphone,Rural,4.42,True,1
10,Pre-teens,Male,Smartphone,Urban,4.59,True,1
18,Young Adults,Female,Tablet,Urban,5.49,True,1
10,Pre-teens,Female,Smartphone,Urban,6.03,True,1
10,Pre-teens,Male,Tv,Urban,9.16,True,1
10,Pre-teens,Female,Smartphone,Urban,4.38,True,1
11,Pre-teens,Female,Laptop,Urban,4.42,True,1
11,Pre-teens,Male,Smartphone,Rural,3.56,True,1
10,Pre-teens,Female,Tv,Urban,5.03,True,1
17,Young Adults,Male,Tv,Urban,4.92,True,1
15,Teens,Male,Tv,Urban,3.65,True,1
15,Teens,Female,Smartphone,Rural,3.6,True,1
8,Kids,Female,Tv,Urban,4.93,True,1
14,Teens,Male,Smartphone,Urban,5.58,True,1
18,Young Adults,Male,Smartphone,Urban,4.08,True,1
9,Pre-teens,Male,Smartphone,Urban,4.46,True,1
8,Kids,Male,Tablet,Urban,7.89,True,1
10,Pre-teens,Male,Tv,Rural,6.81,True,1
11,Pre-teens,Female,Tv,Urban,3.89,True,1
13,Teens,Male,Tv,Urban,6.04,True,1
17,Young Adults,Male,Laptop,Rural,4.9,True,1
12,Pre-teens,Female,Smartphone,Urban,5.0,True,1
11,Pre-teens,Male,Smartphone,Urban,5.8,True,1
15,Teens,Female,Laptop,Rural,4.68,True,1
18,Young Adults,Male,Tv,Urban,5.82,True,1
11,Pre-teens,Female,Smartphone,Rural,3.21,True,1
17,Young Adults,Male,Laptop,Rural,6.25,True,1
9,Pre-teens,Female,Smartphone,Rural,6.54,True,1
10,Pre-teens,Male,Smartphone,Urban,3.93,True,1
13,Teens,Female,Tv,Urban,2.19,False,1
15,Teens,Female,Smartphone,Rural,4.99,True,1
15,Teens,Female,Tv,Rural,2.46,False,1
18,Young Adults,Female,Smartphone,Urban,3.63,True,1
16,Teens,Male,Smartphone,Rural,4.11,True,1
14,Teens,Male,Smartphone,Rural,5.15,True,1
9,Pre-teens,Male,Smartphone,Urban,1.14,False,1
15,Teens,Female,Smartphone,Urban,3.78,True,1
14,Teens,Female,Smartphone,Urban,6.21,True,1
15,Teens,Male,Tv,Urban,5.06,True,1
10,Pre-teens,Female,Tv,Urban,0.0,False,1
14,Teens,Female,Smartphone,Urban,3.29,True,1
17,Young Adults,Male,Tv,Urban,5.51,True,1
16,Teens,Male,Smartphone,Urban,5.59,True,1
10,Pre-teens,Female,Smartphone,Urban,0.0,False,1
17,Young Adults,Female,Laptop,Rural,4.77,True,1
13,Teens,Female,Smartphone,Urban,3.44,True,1
9,Pre-teens,Male,Tablet,Urban,6.97,True,1
9,Pre-teens,Female,Tv,Urban,3.98,True,1
12,Pre-teens,Female,Laptop,Urban,3.52,True,1
12,Pre-teens,Female,Smartphone,Rural,5.88,True,1
14,Teens,Female,Laptop,Urban,4.91,True,1
9,Pre-teens,Male,Smartphone,Urban,6.05,True,1
18,Young Adults,Male,Tv,Urban,3.85,True,1
14,Teens,Male,Laptop,Urban,6.09,True,1
12,Pre-teens,Male,Laptop,Urban,4.64,True,1
13,Teens,Female,Smartphone,Rural,4.47,True,1
15,Teens,Female,Tv,Rural,5.6,True,1
17,Young Adults,Male,Smartphone,Rural,4.05,True,1
11,Pre-teens,Female,Smartphone,Urban,6.36,True,1
14,Teens,Male,Tv,Urban,4.29,True,1
13,Teens,Male,Smartphone,Urban,4.69,True,1
17,Young Adults,Female,Smartphone,Urban,4.01,True,1
9,Pre-teens,Female,Smartphone,Urban,5.38,True,1
15,Teens,Male,Smartphone,Rural,4.75,True,1
17,Young Adults,Male,Tablet,Urban,4.21,True,1
16,Teens,Female,Laptop,Urban,4.3,True,1
12,Pre-teens,Male,Tv,Urban,4.23,True,1
17,Young Adults,Male,Smartphone,Urban,4.14,True,1
11,Pre-teens,Male,Tablet,Urban,3.38,True,1
13,Teens,Male,Laptop,Rural,3.57,True,1
15,Teens,Female,Tv,Rural,3.27,True,1
18,Young Adults,Male,Smartphone,Urban,5.54,True,1
10,Pre-teens,Female,Smartphone,Urban,7.69,True,1
17,Young Adults,Female,Smartphone,Urban,4.06,True,1
18,Young Adults,Male,Tv,Urban,5.17,True,1
18,Young Adults,Female,Tv,Rural,4.18,True,1
8,Kids,Male,Smartphone,Urban,3.6,True,1
11,Pre-teens,Female,Smartphone,Urban,3.57,True,1
11,Pre-teens,Male,Smartphone,Urban,5.53,True,1
8,Kids,Male,Tv,Urban,5.76,True,1
16,Teens,Male,Tv,Rural,5.6,True,1
10,Pre-teens,Male,Smartphone,Urban,4.53,True,1
12,Pre-teens,Female,Laptop,Urban,3.78,True,1
13,Teens,Female,Smartphone,Urban,3.68,True,1
15,Teens,Female,Smartphone,Urban,3.87,True,1
13,Teens,Male,Smartphone,Urban,4.61,True,1
10,Pre-teens,Female,Tv,Rural,2.24,True,1
13,Teens,Female,Smartphone,Urban,4.4,True,1
8,Kids,Female,Smartphone,Rural,7.4,True,1
11,Pre-teens,Female,Tablet,Urban,1.95,False,1
13,Teens,Male,Laptop,Urban,4.27,True,1
14,Teens,Male,Tv,Urban,4.83,True,1
18,Young Adults,Male,Tv,Urban,5.39,True,1
18,Young Adults,Female,Laptop,Urban,4.71,True,1
17,Young Adults,Male,Smartphone,Urban,6.48,True,1
10,Pre-teens,Male,Smartphone,Rural,7.45,True,1
16,Teens,Male,Smartphone,Rural,4.86,True,1
14,Teens,Male,Laptop,Urban,5.01,True,1
8,Kids,Male,Tv,Urban,6.81,True,1
9,Pre-teens,Male,Tablet,Urban,6.08,True,1
8,Kids,Female,Smartphone,Rural,4.82,True,1
18,Young Adults,Male,Tablet,Urban,3.36,True,1
16,Teens,Male,Smartphone,Rural,4.89,True,1
16,Teens,Male,Smartphone,Rural,6.13,True,1
14,Teens,Female,Laptop,Rural,3.74,True,1
17,Young Adults,Female,Smartphone,Urban,3.14,True,1
10,Pre-teens,Female,Smartphone,Rural,6.13,True,1
12,Pre-teens,Female,Smartphone,Rural,2.4,False,1
11,Pre-teens,Male,Laptop,Urban,2.6,False,1
14,Teens,Female,Tv,Urban,3.73,True,1
16,Teens,Male,Smartphone,Urban,4.22,True,1
9,Pre-teens,Male,Tv,Urban,1.06,False,1
15,Teens,Female,Tv,Rural,6.01,True,1
16,Teens,Male,Tablet,Urban,5.06,True,1
17,Young Adults,Male,Smartphone,Urban,6.05,True,1
17,Young Adults,Female,Tv,Urban,5.84,True,1
16,Teens,Female,Tablet,Urban,7.69,True,1
17,Young Adults,Male,Tv,Urban,4.22,True,1
14,Teens,Male,Smartphone,Urban,4.04,True,1
16,Teens,Male,Tablet,Urban,4.36,True,1
16,Teens,Female,Tv,Rural,5.77,True,1
10,Pre-teens,Female,Smartphone,Rural,9.74,True,1
11,Pre-teens,Male,Smartphone,Rural,4.54,True,1
9,Pre-teens,Male,Smartphone,Urban,4.41,True,1
17,Young Adults,Female,Smartphone,Urban,5.73,True,1
10,Pre-teens,Female,Tv,Urban,2.14,True,1
18,Young Adults,Female,Tv,Urban,5.92,True,1
18,Young Adults,Male,Smartphone,Urban,4.47,True,1
12,Pre-teens,Female,Laptop,Urban,6.87,True,1
12,Pre-teens,Female,Smartphone,Urban,3.2,True,1
13,Teens,Female,Tv,Urban,4.4,True,1
14,Teens,Male,Tablet,Urban,5.62,True,1
14,Teens,Female,Laptop,Rural,4.4,True,1
8,Kids,Male,Tablet,Urban,6.54,True,1
9,Pre-teens,Female,Tablet,Urban,5.19,True,1
16,Teens,Female,Laptop,Urban,4.55,True,1
17,Young Adults,Male,Laptop,Urban,3.98,True,1
9,Pre-teens,Male,Smartphone,Urban,7.76,True,1
13,Teens,Male,Laptop,Urban,3.54,True,1
18,Young Adults,Male,Laptop,Urban,3.54,True,1
18,Young Adults,Male,Tablet,Urban,3.99,True,1
8,Kids,Male,Tablet,Rural,2.49,True,1
10,Pre-teens,Female,Smartphone,Urban,6.27,True,1
9,Pre-teens,Male,Tablet,Urban,3.49,True,1
10,Pre-teens,Female,Tv,Urban,3.8,True,1
12,Pre-teens,Male,Tv,Urban,4.46,True,1
18,Young Adults,Female,Tablet,Urban,5.64,True,1
17,Young Adults,Male,Tablet,Rural,6.03,True,1
13,Teens,Female,Smartphone,Urban,3.89,True,1
16,Teens,Male,Smartphone,Urban,3.86,True,1
18,Young Adults,Male,Tv,Rural,6.46,True,1
17,Young Adults,Male,Smartphone,Urban,4.15,True,1
11,Pre-teens,Female,Smartphone,Urban,6.06,True,1
14,Teens,Female,Laptop,Urban,3.32,True,1
13,Teens,Female,Laptop,Urban,3.99,True,1
9,Pre-teens,Female,Smartphone,Rural,0.91,False,1
17,Young Adults,Male,Smartphone,Urban,4.72,True,1
18,Young Adults,Female,Smartphone,Urban,5.66,True,1
18,Young Adults,Female,Smartphone,Rural,4.41,True,1
18,Young Adults,Female,Tablet,Urban,5.05,True,1
15,Teens,Female,Laptop,Rural,6.33,True,1
14,Teens,Female,Smartphone,Urban,5.17,True,1
14,Teens,Male,Laptop,Urban,4.24,True,1
15,Teens,Female,Laptop,Urban,3.44,True,1
18,Young Adults,Male,Tv,Urban,6.08,True,1
8,Kids,Female,Smartphone,Urban,9.05,True,1
8,Kids,Male,Tv,Rural,4.09,True,1
15,Teens,Female,Smartphone,Urban,3.23,True,1
11,Pre-teens,Male,Smartphone,Urban,3.69,True,1
12,Pre-teens,Female,Smartphone,Rural,4.65,True,1
15,Teens,Female,Laptop,Rural,4.72,True,1
12,Pre-teens,Female,Smartphone,Rural,5.33,True,1
17,Young Adults,Female,Smartphone,Urban,3.72,True,1
11,Pre-teens,Female,Smartphone,Urban,0.95,False,1
13,Teens,Female,Tv,Urban,4.82,True,1
12,Pre-teens,Male,Laptop,Urban,4.5,True,1
14,Teens,Male,Smartphone,Urban,6.83,True,1
17,Young Adults,Male,Smartphone,Urban,3.59,True,1
14,Teens,Male,Smartphone,Urban,5.77,True,1
11,Pre-teens,Female,Tv,Rural,5.27,True,1
12,Pre-teens,Female,Tablet,Urban,5.27,True,1
10,Pre-teens,Female,Tablet,Rural,2.36,True,1
11,Pre-teens,Female,Tv,Rural,5.73,True,1
11,Pre-teens,Female,Laptop,Urban,5.66,True,1
10,Pre-teens,Male,Smartphone,Rural,3.47,True,1
17,Young Adults,Female,Tablet,Urban,3.37,True,1
12,Pre-teens,Female,Tablet,Rural,4.15,True,1
12,Pre-teens,Female,Tv,Urban,2.41,False,1
18,Young Adults,Male,Smartphone,Urban,4.18,True,1
14,Teens,Male,Smartphone,Urban,4.33,True,1
11,Pre-teens,Male,Tv,Rural,5.63,True,1
11,Pre-teens,Female,Smartphone,Rural,2.74,False,1
16,Teens,Female,Smartphone,Rural,3.62,True,1
13,Teens,Female,Tv,Rural,3.17,True,1
11,Pre-teens,Male,Smartphone,Urban,3.65,True,1
9,Pre-teens,Female,Smartphone,Rural,7.01,True,1
13,Teens,Female,Smartphone,Rural,5.52,True,1
9,Pre-teens,Female,Smartphone,Rural,0.19,False,1
12,Pre-teens,Male,Laptop,Urban,5.94,True,1
13,Teens,Female,Smartphone,Urban,5.29,True,1
11,Pre-teens,Male,Smartphone,Rural,3.87,True,1
10,Pre-teens,Male,Smartphone,Urban,5.83,True,1
14,Teens,Male,Laptop,Urban,2.43,False,1
9,Pre-teens,Male,Smartphone,Urban,1.64,False,1
18,Young Adults,Female,Smartphone,Rural,5.6,True,1
13,Teens,Male,Tv,Rural,3.13,True,1
11,Pre-teens,Female,Smartphone,Rural,4.72,True,1
13,Teens,Male,Smartphone,Urban,5.59,True,1
11,Pre-teens,Female,Tv,Urban,3.12,True,1
11,Pre-teens,Male,Smartphone,Urban,5.46,True,1
11,Pre-teens,Female,Tablet,Urban,2.09,False,1
16,Teens,Male,Smartphone,Urban,5.42,True,1
14,Teens,Female,Smartphone,Urban,4.7,True,1
10,Pre-teens,Male,Tv,Urban,8.19,True,1
10,Pre-teens,Female,Tablet,Urban,4.3,True,1
13,Teens,Female,Tv,Urban,4.92,True,1
13,Teens,Male,Tv,Rural,5.45,True,1
11,Pre-teens,Female,Laptop,Urban,6.5,True,1
16,Teens,Male,Tablet,Rural,3.78,True,1
11,Pre-teens,Male,Smartphone,Urban,4.88,True,1
16,Teens,Female,Tv,Urban,5.84,True,1
11,Pre-teens,Male,Laptop,Urban,2.88,False,1
9,Pre-teens,Male,Tv,Urban,4.74,True,1
9,Pre-teens,Female,Tablet,Urban,6.56,True,1
12,Pre-teens,Female,Smartphone,Rural,2.73,False,1
11,Pre-teens,Female,Smartphone,Rural,5.79,True,1
14,Teens,Female,Tv,Rural,3.74,True,1
18,Young Adults,Male,Tv,Urban,4.84,True,1
12,Pre-teens,Female,Laptop,Rural,5.08,True,1
13,Teens,Male,Smartphone,Rural,2.11,False,1
17,Young Adults,Female,Smartphone,Urban,2.33,False,1
11,Pre-teens,Male,Smartphone,Rural,6.16,True,1
9,Pre-teens,Female,Tablet,Urban,4.75,True,1
17,Young Adults,Male,Tv,Rural,5.02,True,1
16,Teens,Male,Tv,Urban,4.97,True,1
17,Young Adults,Female,Tv,Urban,5.1,True,1
14,Teens,Female,Tv,Urban,3.44,True,1
11,Pre-teens,Male,Smartphone,Urban,4.61,True,1
10,Pre-teens,Male,Tv,Urban,3.53,True,1
17,Young Adults,Female,Laptop,Urban,4.57,True,1
10,Pre-teens,Female,Smartphone,Urban,3.53,True,1
16,Teens,Female,Laptop,Rural,2.52,False,1
12,Pre-teens,Female,Tv,Rural,5.77,True,1
10,Pre-teens,Male,Smartphone,Urban,7.52,True,1
12,Pre-teens,Female,Smartphone,Urban,5.33,True,1
9,Pre-teens,Female,Tv,Urban,7.08,True,1
18,Young Adults,Female,Smartphone,Urban,3.71,True,1
11,Pre-teens,Male,Smartphone,Urban,4.82,True,1
17,Young Adults,Female,Laptop,Urban,5.82,True,1
9,Pre-teens,Male,Smartphone,Urban,3.28,True,1
9,Pre-teens,Male,Smartphone,Urban,3.43,True,1
15,Teens,Female,Smartphone,Rural,5.01,True,1
8,Kids,Male,Tv,Urban,5.12,True,1
14,Teens,Male,Tv,Rural,3.94,True,1
12,Pre-teens,Female,Smartphone,Rural,4.83,True,1
18,Young Adults,Female,Tv,Urban,7.09,True,1
15,Teens,Female,Smartphone,Urban,3.71,True,1
8,Kids,Male,Smartphone,Urban,4.55,True,1
18,Young Adults,Male,Smartphone,Urban,5.79,True,1
14,Teens,Male,Smartphone,Rural,5.24,True,1
12,Pre-teens,Female,Tv,Urban,4.03,True,1
11,Pre-teens,Female,Laptop,Urban,3.62,True,1
14,Teens,Female,Smartphone,Urban,4.24,True,1
17,Young Adults,Female,Tablet,Rural,3.45,True,1
9,Pre-teens,Male,Tv,Rural,3.35,True,1
8,Kids,Male,Tablet,Urban,5.58,True,1
8,Kids,Female,Smartphone,Urban,2.1,True,1
18,Young Adults,Female,Laptop,Urban,6.42,True,1
8,Kids,Female,Smartphone,Urban,0.4,False,1
12,Pre-teens,Female,Smartphone,Urban,2.67,False,1
17,Young Adults,Female,Smartphone,Urban,4.48,True,1
14,Teens,Male,Smartphone,Rural,5.0,True,1
9,Pre-teens,Male,Tv,Urban,0.43,False,1
17,Young Adults,Male,Smartphone,Urban,7.52,True,1
15,Teens,Male,Tv,Urban,4.96,True,1
11,Pre-teens,Male,Smartphone,Urban,4.13,True,1
10,Pre-teens,Female,Tv,Urban,5.56,True,1
17,Young Adults,Female,Tv,Rural,3.89,True,1
18,Young Adults,Male,Laptop,Urban,4.53,True,1
15,Teens,Female,Tv,Rural,3.97,True,1
9,Pre-teens,Male,Tv,Urban,9.16,True,1
18,Young Adults,Male,Smartphone,Urban,5.07,True,1
18,Young Adults,Male,Smartphone,Rural,6.45,True,1
10,Pre-teens,Female,Tv,Urban,4.71,True,1
10,Pre-teens,Male,Tablet,Rural,2.07,True,1
17,Young Adults,Female,Smartphone,Urban,4.53,True,1
18,Young Adults,Female,Smartphone,Rural,4.21,True,1
8,Kids,Male,Tv,Urban,3.35,True,1
13,Teens,Male,Tablet,Urban,3.45,True,1
9,Pre-teens,Male,Tablet,Rural,7.26,True,1
8,Kids,Male,Smartphone,Urban,8.53,True,1
9,Pre-teens,Female,Tablet,Rural,4.15,True,1
13,Teens,Female,Tv,Urban,5.24,True,1
11,Pre-teens,Male,Laptop,Urban,3.52,True,1
13,Teens,Female,Smartphone,Urban,4.57,True,1
16,Teens,Female,Smartphone,Rural,6.53,True,1
17,Young Adults,Female,Smartphone,Urban,4.47,True,1
17,Young Adults,Female,Laptop,Urban,4.16,True,1
15,Teens,Female,Laptop,Urban,4.64,True,1
8,Kids,Female,Smartphone,Rural,2.6,True,1
15,Teens,Female,Laptop,Urban,4.73,True,1
16,Teens,Female,Smartphone,Urban,4.55,True,1
13,Teens,Female,Tv,Urban,3.57,True,1
17,Young Adults,Female,Smartphone,Rural,4.22,True,1
12,Pre-teens,Female,Laptop,Urban,4.3,True,1
13,Teens,Male,Smartphone,Urban,4.74,True,1
13,Teens,Female,Tv,Urban,6.02,True,1
16,Teens,Female,Smartphone,Urban,3.73,True,1
11,Pre-teens,Female,Tv,Rural,6.24,True,1
9,Pre-teens,Male,Smartphone,Urban,2.32,True,1
18,Young Adults,Female,Smartphone,Urban,2.62,False,1
18,Young Adults,Male,Laptop,Urban,4.53,True,1
16,Teens,Female,Laptop,Urban,3.79,True,1
9,Pre-teens,Female,Tv,Urban,7.85,True,1
17,Young Adults,Male,Smartphone,Rural,5.13,True,1
16,Teens,Male,Tv,Urban,6.66,True,1
9,Pre-teens,Male,Tv,Urban,8.66,True,1
15,Teens,Male,Tv,Urban,4.52,True,1
16,Teens,Female,Laptop,Urban,2.2,False,1
17,Young Adults,Female,Laptop,Urban,5.52,True,1
16,Teens,Female,Smartphone,Rural,5.49,True,1
17,Young Adults,Female,Smartphone,Rural,5.4,True,1
16,Teens,Male,Laptop,Urban,4.23,True,1
9,Pre-teens,Female,Tv,Urban,2.87,True,1
11,Pre-teens,Male,Laptop,Urban,3.75,True,1
14,Teens,Male,Tablet,Rural,5.12,True,1
9,Pre-teens,Male,Tablet,Rural,5.22,True,1
8,Kids,Female,Tv,Rural,4.51,True,1
10,Pre-teens,Female,Tv,Rural,5.54,True,1
11,Pre-teens,Female,Smartphone,Rural,5.3,True,1
15,Teens,Male,Smartphone,Rural,4.12,True,1
13,Teens,Male,Tablet,Rural,2.75,False,1
18,Young Adults,Male,Laptop,Urban,5.72,True,1
9,Pre-teens,Male,Tv,Urban,0.0,False,1
16,Teens,Male,Tablet,Rural,5.01,True,1
9,Pre-teens,Male,Smartphone,Rural,3.17,True,1
12,Pre-teens,Male,Smartphone,Rural,4.97,True,1
11,Pre-teens,Female,Laptop,Urban,3.75,True,1
14,Teens,Male,Smartphone,Urban,3.04,True,1
15,Teens,Female,Laptop,Rural,5.62,True,1
12,Pre-teens,Female,Tv,Urban,4.7,True,1
17,Young Adults,Male,Laptop,Urban,3.11,True,1
12,Pre-teens,Female,Smartphone,Urban,3.96,True,1
9,Pre-teens,Male,Tablet,Urban,5.61,True,1
15,Teens,Male,Tv,Urban,4.33,True,1
9,Pre-teens,Female,Tv,Rural,7.37,True,1
17,Young Adults,Male,Tv,Urban,2.13,False,1
13,Teens,Female,Tablet,Urban,4.05,True,1
15,Teens,Male,Smartphone,Rural,3.66,True,1
13,Teens,Male,Tv,Urban,3.08,True,1
11,Pre-teens,Male,Smartphone,Rural,2.99,False,1
11,Pre-teens,Male,Smartphone,Rural,7.52,True,1
13,Teens,Female,Smartphone,Rural,3.44,True,1
11,Pre-teens,Male,Tv,Rural,4.05,True,1
15,Teens,Male,Smartphone,Urban,3.71,True,1
16,Teens,Female,Tv,Urban,5.4,True,1
8,Kids,Female,Tablet,Rural,6.92,True,1
11,Pre-teens,Male,Smartphone,Urban,3.66,True,1
11,Pre-teens,Male,Smartphone,Urban,5.11,True,1
9,Pre-teens,Male,Smartphone,Urban,8.31,True,1
13,Teens,Female,Smartphone,Urban,6.1,True,1
10,Pre-teens,Male,Tv,Urban,1.85,False,1
14,Teens,Male,Laptop,Urban,6.7,True,1
18,Young Adults,Female,Smartphone,Rural,5.37,True,1
18,Young Adults,Male,Smartphone,Rural,1.89,False,1
12,Pre-teens,Male,Smartphone,Urban,5.25,True,1
11,Pre-teens,Female,Smartphone,Rural,4.74,True,1
12,Pre-teens,Male,Smartphone,Urban,5.6,True,1
15,Teens,Male,Smartphone,Urban,3.9,True,1
10,Pre-teens,Female,Tv,Urban,3.89,True,1
14,Teens,Female,Tablet,Urban,6.27,True,1
13,Teens,Male,Smartphone,Urban,2.93,False,1
8,Kids,Male,Smartphone,Urban,3.79,True,1
14,Teens,Female,Tv,Urban,4.95,True,1
14,Teens,Female,Smartphone,Urban,4.13,True,1
8,Kids,Male,Tablet,Urban,5.15,True,1
16,Teens,Male,Laptop,Urban,5.12,True,1
13,Teens,Male,Smartphone,Urban,6.08,True,1
9,Pre-teens,Male,Smartphone,Urban,5.88,True,1
12,Pre-teens,Male,Tv,Urban,3.97,True,1
18,Young Adults,Male,Tv,Urban,5.27,True,1
11,Pre-teens,Female,Smartphone,Urban,3.62,True,1
14,Teens,Female,Smartphone,Urban,3.3,True,1
15,Teens,Female,Tablet,Urban,5.12,True,1
18,Young Adults,Female,Smartphone,Urban,4.06,True,1
18,Young Adults,Female,Tablet,Urban,3.26,True,1
8,Kids,Male,Tablet,Urban,0.3,False,1
12,Pre-teens,Male,Tv,Urban,5.11,True,1
10,Pre-teens,Female,Tv,Urban,4.39,True,1
8,Kids,Male,Smartphone,Rural,5.06,True,1
10,Pre-teens,Female,Tv,Rural,0.0,False,1
13,Teens,Male,Tv,Rural,5.95,True,1
14,Teens,Male,Tv,Urban,3.44,True,1
15,Teens,Male,Tablet,Urban,4.64,True,1
18,Young Adults,Female,Laptop,Urban,4.72,True,1
11,Pre-teens,Male,Tv,Urban,5.48,True,1
10,Pre-teens,Female,Smartphone,Urban,3.62,True,1
12,Pre-teens,Male,Smartphone,Urban,4.09,True,1
16,Teens,Male,Tv,Urban,4.11,True,1
13,Teens,Female,Smartphone,Rural,4.97,True,1
16,Teens,Male,Laptop,Urban,5.71,True,1
13,Teens,Male,Smartphone,Rural,4.7,True,1
9,Pre-teens,Female,Tv,Rural,6.15,True,1
12,Pre-teens,Female,Smartphone,Urban,5.33,True,1
18,Young Adults,Female,Smartphone,Urban,2.32,False,1
16,Teens,Male,Smartphone,Urban,4.36,True,1
15,Teens,Female,Smartphone,Urban,5.25,True,1
14,Teens,Female,Smartphone,Urban,4.09,True,1
8,Kids,Male,Smartphone,Urban,0.0,False,1
11,Pre-teens,Female,Laptop,Urban,3.34,True,1
14,Teens,Female,Smartphone,Rural,8.74,True,1
18,Young Adults,Female,Smartphone,Urban,8.01,True,1
14,Teens,Male,Tv,Urban,5.69,True,1
13,Teens,Female,Tv,Urban,5.56,True,1
15,Teens,Female,Tv,Urban,4.5,True,1
18,Young Adults,Male,Tv,Urban,4.2,True,1
13,Teens,Male,Smartphone,Urban,4.53,True,1
17,Young Adults,Male,Smartphone,Urban,4.89,True,1
10,Pre-teens,Female,Smartphone,Rural,3.79,True,1
11,Pre-teens,Male,Tv,Urban,3.82,True,1
10,Pre-teens,Male,Tablet,Rural,4.1,True,1
8,Kids,Female,Smartphone,Rural,0.0,False,1
17,Young Adults,Female,Tablet,Urban,3.99,True,1
12,Pre-teens,Female,Smartphone,Urban,3.66,True,1
8,Kids,Female,Smartphone,Urban,3.34,True,1
8,Kids,Female,Smartphone,Urban,7.78,True,1
9,Pre-teens,Male,Smartphone,Urban,2.99,True,1
11,Pre-teens,Female,Tablet,Urban,5.15,True,1
13,Teens,Female,Smartphone,Urban,6.09,True,1
15,Teens,Female,Smartphone,Urban,0.16,False,1
10,Pre-teens,Female,Smartphone,Urban,7.34,True,1
8,Kids,Male,Tablet,Urban,5.0,True,1
10,Pre-teens,Female,Tv,Urban,4.76,True,1
10,Pre-teens,Female,Smartphone,Urban,5.69,True,1
12,Pre-teens,Male,Smartphone,Urban,0.91,False,1
18,Young Adults,Male,Smartphone,Urban,4.31,True,1
11,Pre-teens,Female,Smartphone,Urban,5.87,True,1
11,Pre-teens,Male,Smartphone,Urban,3.68,True,1
16,Teens,Female,Smartphone,Urban,4.44,True,1
14,Teens,Male,Smartphone,Rural,4.94,True,1
11,Pre-teens,Female,Smartphone,Urban,4.05,True,1
10,Pre-teens,Male,Smartphone,Urban,8.44,True,1
